Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 01:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 02:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 03:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 04:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 05:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 06:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 07:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 08:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 09:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 10:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 11:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 12:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 13:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 14:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 15:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 16:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 17:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 18:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 19:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 20:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 21:00:00.000,108.631,108.631,108.631,108.631,0
01.01.2020 22:00:00.000,108.730,108.759,108.575,108.677,2445.1599
01.01.2020 23:00:00.000,108.677,108.725,108.601,108.723,2009.67
02.01.2020 00:00:00.000,108.722,108.735,108.681,108.701,1593.3101
02.01.2020 01:00:00.000,108.701,108.731,108.637,108.671,2860.3401
02.01.2020 02:00:00.000,108.670,108.688,108.655,108.678,2042.65
02.01.2020 03:00:00.000,108.679,108.712,108.671,108.706,1256.92
02.01.2020 04:00:00.000,108.707,108.743,108.698,108.741,1579.09
02.01.2020 05:00:00.000,108.741,108.757,108.732,108.741,1751.39
02.01.2020 06:00:00.000,108.742,108.749,108.714,108.714,1449.45
02.01.2020 07:00:00.000,108.711,108.800,108.693,108.784,4064.53
02.01.2020 08:00:00.000,108.786,108.819,108.766,108.779,5790.27
02.01.2020 09:00:00.000,108.780,108.842,108.775,108.838,4152.3501
02.01.2020 10:00:00.000,108.838,108.864,108.791,108.806,3452.5701
02.01.2020 11:00:00.000,108.806,108.812,108.770,108.771,2854.1101
02.01.2020 12:00:00.000,108.771,108.806,108.756,108.786,2442.9299
02.01.2020 13:00:00.000,108.786,108.789,108.656,108.693,6654.4199
02.01.2020 14:00:00.000,108.692,108.749,108.635,108.673,62835.4688
02.01.2020 15:00:00.000,108.673,108.681,108.211,108.271,76065.0469
02.01.2020 16:00:00.000,108.272,108.444,108.259,108.433,7127.8701
